contig,id,name,number_mismatches,alignment_length,contig_length,adjusted_identity
k81_13,gb|JA901817|Strain|UNKNOWN-JA901817|Description|Sequence,gb_JA901817_Strain_UNKNOWN-JA901817_Description_Sequence_2_from_Patent_WO2013006837__Country__ncbiId_JA901817_1_vipr-id_956201,21,273,273,92.3076923077
k81_13,gb|GM009332|Strain|UNKNOWN-GM009332|Description|Sequence,gb_GM009332_Strain_UNKNOWN-GM009332_Description_Sequence_4_from_Patent_WO2008011609__Country__ncbiId_GM009332_1_vipr-id_687647,21,273,273,92.3076923077
k81_13,gb|DL475797|Strain|UNKNOWN-DL475797|Description|OPTIMIZED,gb_DL475797_Strain_UNKNOWN-DL475797_Description_OPTIMIZED_VACCINES_TO_PROVIDE_PROTECTION_AGAINST_EBOLA_AND_OTHER_VIRUSES__Country__ncbiId_DL475797_1_vipr-id_1431511,21,273,273,92.3076923077
k81_13,gb|JA901816|Strain|UNKNOWN-JA901816|Description|Sequence,gb_JA901816_Strain_UNKNOWN-JA901816_Description_Sequence_1_from_Patent_WO2013006837__Country__ncbiId_JA901816_1_vipr-id_954885,21,273,273,92.3076923077
k81_13,gb|CS402434|Strain|UNKNOWN-CS402434|Description|Sequence,gb_CS402434_Strain_UNKNOWN-CS402434_Description_Sequence_3_from_Patent_WO2006037038__Country__ncbiId_CS402434_1_vipr-id_696945,21,273,273,92.3076923077
k81_13,gb|HZ784935|Strain|UNKNOWN-HZ784935|Description|WO,gb_HZ784935_Strain_UNKNOWN-HZ784935_Description_WO_2016038895-A/4_FLAVIVIRUS_VIRUS_LIKE_PARTICLE__Country__ncbiId_HZ784935_1_vipr-id_1699227,21,273,273,92.3076923077
k81_13,gb|GN092002|Strain|UNKNOWN-GN092002|Description|Sequence,gb_GN092002_Strain_UNKNOWN-GN092002_Description_Sequence_5_from_Patent_WO2009033490__Country__ncbiId_GN092002_1_vipr-id_321060,21,273,273,92.3076923077
k81_13,gb|AX008265|Strain|UNKNOWN-AX008265|Description|Sequence,gb_AX008265_Strain_UNKNOWN-AX008265_Description_Sequence_28_from_Patent_WO9967285__Country__ncbiId_AX008265_1_vipr-id_573768,21,273,273,92.3076923077
k81_13,gb|CS402436|Strain|UNKNOWN-CS402436|Description|Sequence,gb_CS402436_Strain_UNKNOWN-CS402436_Description_Sequence_5_from_Patent_WO2006037038__Country__ncbiId_CS402436_1_vipr-id_734564,21,273,273,92.3076923077
k81_13,gb|CS424128|Strain|UNKNOWN-CS424128|Description|Sequence,gb_CS424128_Strain_UNKNOWN-CS424128_Description_Sequence_1_from_Patent_EP1707633__Country__ncbiId_CS424128_1_vipr-id_321030,21,273,273,92.3076923077
k81_13,gb|HW651908|Strain|UNKNOWN-HW651908|Description|JP,gb_HW651908_Strain_UNKNOWN-HW651908_Description_JP_2014522841-A/3_CATIONIC_OIL-IN-WATER_EMULSIONS__Country__ncbiId_HW651908_1_vipr-id_1385117,21,273,273,92.3076923077
k81_13,gb|GM009334|Strain|UNKNOWN-GM009334|Description|Sequence,gb_GM009334_Strain_UNKNOWN-GM009334_Description_Sequence_6_from_Patent_WO2008011609__Country__ncbiId_GM009334_1_vipr-id_661095,21,273,273,92.3076923077
k81_13,gb|HW651906|Strain|UNKNOWN-HW651906|Description|JP,gb_HW651906_Strain_UNKNOWN-HW651906_Description_JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS__Country__ncbiId_HW651906_1_vipr-id_1375828,21,273,273,92.3076923077
k81_13,gb|HZ784933|Strain|UNKNOWN-HZ784933|Description|WO,gb_HZ784933_Strain_UNKNOWN-HZ784933_Description_WO_2016038895-A/2_FLAVIVIRUS_VIRUS_LIKE_PARTICLE__Country__ncbiId_HZ784933_1_vipr-id_1699229,21,273,273,92.3076923077
k81_13,gb|CS402432|Strain|UNKNOWN-CS402432|Description|Sequence,gb_CS402432_Strain_UNKNOWN-CS402432_Description_Sequence_1_from_Patent_WO2006037038__Country__ncbiId_CS402432_1_vipr-id_738341,21,273,273,92.3076923077
k81_13,gb|BD226816|Strain|UNKNOWN-BD226816|Description|Alphavirus,gb_BD226816_Strain_UNKNOWN-BD226816_Description_Alphavirus_vectors_for_paramyxovirus_vaccines__Country__ncbiId_BD226816_1_vipr-id_321039,21,273,273,92.3076923077
k81_13,gb|HZ784937|Strain|UNKNOWN-HZ784937|Description|WO,gb_HZ784937_Strain_UNKNOWN-HZ784937_Description_WO_2016038895-A/6_FLAVIVIRUS_VIRUS_LIKE_PARTICLE__Country__ncbiId_HZ784937_1_vipr-id_1699225,21,273,273,92.3076923077
k81_13,gb|CS131702|Strain|UNKNOWN-CS131702|Description|Sequence,gb_CS131702_Strain_UNKNOWN-CS131702_Description_Sequence_28_from_Patent_EP1555270__Country__ncbiId_CS131702_1_vipr-id_486258,21,273,273,92.3076923077
k81_13,gb|DL475795|Strain|UNKNOWN-DL475795|Description|OPTIMIZED,gb_DL475795_Strain_UNKNOWN-DL475795_Description_OPTIMIZED_VACCINES_TO_PROVIDE_PROTECTION_AGAINST_EBOLA_AND_OTHER_VIRUSES__Country__ncbiId_DL475795_1_vipr-id_1431403,21,273,273,92.3076923077
k81_13,gb|GN091998|Strain|UNKNOWN-GN091998|Description|Sequence,gb_GN091998_Strain_UNKNOWN-GN091998_Description_Sequence_1_from_Patent_WO2009033490__Country__ncbiId_GN091998_1_vipr-id_321043,21,273,273,92.3076923077
k81_13,gb|HW651907|Strain|UNKNOWN-HW651907|Description|JP,gb_HW651907_Strain_UNKNOWN-HW651907_Description_JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS__Country__ncbiId_HW651907_1_vipr-id_1376406,21,273,273,92.3076923077
k81_13,gb|GM009336|Strain|UNKNOWN-GM009336|Description|Sequence,gb_GM009336_Strain_UNKNOWN-GM009336_Description_Sequence_8_from_Patent_WO2008011609__Country__ncbiId_GM009336_1_vipr-id_676678,21,273,273,92.3076923077
k81_13,gb|DM057450|Strain|UNKNOWN-DM057450|Description|DEFECTIVE,gb_DM057450_Strain_UNKNOWN-DM057450_Description_DEFECTIVE_SINDBIS_VIRAL_VECTORS__Country__ncbiId_DM057450_1_vipr-id_321029,22,273,273,91.9413919414
k81_13,gb|LF163063|Strain|UNKNOWN-LF163063|Description|JP,gb_LF163063_Strain_UNKNOWN-LF163063_Description_JP_2016513115-A/4_Vaccine_Composition__Country__ncbiId_LF163063_1_vipr-id_1766882,24,273,273,91.2087912088
k81_13,gb|JB181528|Strain|UNKNOWN-JB181528|Description|Sequence,gb_JB181528_Strain_UNKNOWN-JB181528_Description_Sequence_1_from_Patent_WO2012117045__Country__ncbiId_JB181528_1_vipr-id_986753,63,231,273,72.7272727273
k81_25,gb|HC725862|Strain|UNKNOWN-HC725862|Description|Sequence,gb_HC725862_Strain_UNKNOWN-HC725862_Description_Sequence_21_from_Patent_WO2010040756__Country__ncbiId_HC725862_1_vipr-id_347403,189,979,1168,80.6945863126
k81_25,gb|HC725861|Strain|UNKNOWN-HC725861|Description|Sequence,gb_HC725861_Strain_UNKNOWN-HC725861_Description_Sequence_20_from_Patent_WO2010040756__Country__ncbiId_HC725861_1_vipr-id_347143,189,979,1168,80.6945863126
k81_25,gb|DI175568|Strain|UNKNOWN-DI175568|Description|KR,gb_DI175568_Strain_UNKNOWN-DI175568_Description_KR_1020100011053-A/17_Method_for_preparing_induced_pluripotent_stem_cells_using_herpes_simplex_amplicon_viruses_containing_reprogramming-inducing_genes__Country__ncbiId_DI175568_1_vipr-id_1081470,189,979,1168,80.6945863126
k81_25,gb|HC725868|Strain|UNKNOWN-HC725868|Description|Sequence,gb_HC725868_Strain_UNKNOWN-HC725868_Description_Sequence_27_from_Patent_WO2010040756__Country__ncbiId_HC725868_1_vipr-id_347477,189,979,1168,80.6945863126
k81_25,gb|FB361104|Strain|UNKNOWN-FB361104|Description|Sequence,gb_FB361104_Strain_UNKNOWN-FB361104_Description_Sequence_23_from_Patent_WO2006110762__Country__ncbiId_FB361104_1_vipr-id_493587,189,979,1168,80.6945863126
k81_25,gb|FB361101|Strain|patent,gb_FB361101_Strain_patent_WO2006110762_20_Description_Sequence_20_from_Patent_WO2006110762__Country__ncbiId_FB361101_1_vipr-id_300210,189,979,1168,80.6945863126
k81_25,gb|FB361099|Strain|patent,gb_FB361099_Strain_patent_WO2006110762_18_Description_Sequence_18_from_Patent_WO2006110762__Country__ncbiId_FB361099_1_vipr-id_293179,189,979,1168,80.6945863126
k81_25,gb|FB361097|Strain|patent,gb_FB361097_Strain_patent_WO2006110762_16_Description_Sequence_16_from_Patent_WO2006110762__Country__ncbiId_FB361097_1_vipr-id_300195,189,979,1168,80.6945863126
k81_25,gb|DI175579|Strain|UNKNOWN-DI175579|Description|KR,gb_DI175579_Strain_UNKNOWN-DI175579_Description_KR_1020100011054-A/1_Method_for_producing_viruses_co-packaged_with_two_or_more_target_genes__Country__ncbiId_DI175579_1_vipr-id_1081180,189,979,1168,80.6945863126
k81_25,gb|AY526355|Strain|UNKNOWN-AY526355|Description|Cloning,gb_AY526355_Strain_UNKNOWN-AY526355_Description_Cloning_vector_pBR-XJ160_complete_sequence__Country_China_ncbiId_AY526355_1_vipr-id_383965,189,979,1168,80.6945863126
k81_25,gb|CS402438|Strain|UNKNOWN-CS402438|Description|Sequence,gb_CS402438_Strain_UNKNOWN-CS402438_Description_Sequence_7_from_Patent_WO2006037038__Country__ncbiId_CS402438_1_vipr-id_728118,189,979,1168,80.6945863126
k81_25,gb|FB361103|Strain|patent,gb_FB361103_Strain_patent_WO2006110762_22_Description_Sequence_22_from_Patent_WO2006110762__Country__ncbiId_FB361103_1_vipr-id_300234,189,979,1168,80.6945863126
k81_25,gb|FB361100|Strain|patent,gb_FB361100_Strain_patent_WO2006110762_19_Description_Sequence_19_from_Patent_WO2006110762__Country__ncbiId_FB361100_1_vipr-id_300223,189,979,1168,80.6945863126
k81_25,gb|FB361105|Strain|patent,gb_FB361105_Strain_patent_WO2006110762_24_Description_Sequence_24_from_Patent_WO2006110762__Country__ncbiId_FB361105_1_vipr-id_300244,189,979,1168,80.6945863126
k81_25,gb|CS402439|Strain|UNKNOWN-CS402439|Description|Sequence,gb_CS402439_Strain_UNKNOWN-CS402439_Description_Sequence_8_from_Patent_WO2006037038__Country__ncbiId_CS402439_1_vipr-id_725799,189,979,1168,80.6945863126
k81_25,gb|FB361107|Strain|patent,gb_FB361107_Strain_patent_WO2006110762_26_Description_Sequence_26_from_Patent_WO2006110762__Country__ncbiId_FB361107_1_vipr-id_291261,189,979,1168,80.6945863126
k81_25,gb|HC725858|Strain|UNKNOWN-HC725858|Description|Sequence,gb_HC725858_Strain_UNKNOWN-HC725858_Description_Sequence_17_from_Patent_WO2010040756__Country__ncbiId_HC725858_1_vipr-id_347329,189,979,1168,80.6945863126
k81_25,gb|HC725867|Strain|UNKNOWN-HC725867|Description|Sequence,gb_HC725867_Strain_UNKNOWN-HC725867_Description_Sequence_26_from_Patent_WO2010040756__Country__ncbiId_HC725867_1_vipr-id_347242,189,979,1168,80.6945863126
k81_25,gb|FB361098|Strain|patent,gb_FB361098_Strain_patent_WO2006110762_17_Description_Sequence_17_from_Patent_WO2006110762__Country__ncbiId_FB361098_1_vipr-id_300226,189,979,1168,80.6945863126
k81_25,gb|FB361102|Strain|patent,gb_FB361102_Strain_patent_WO2006110762_21_Description_Sequence_21_from_Patent_WO2006110762__Country__ncbiId_FB361102_1_vipr-id_292820,189,979,1168,80.6945863126
k81_25,gb|FB361108|Strain|patent,gb_FB361108_Strain_patent_WO2006110762_27_Description_Sequence_27_from_Patent_WO2006110762__Country__ncbiId_FB361108_1_vipr-id_300208,189,979,1168,80.6945863126
k81_25,gb|DL475801|Strain|UNKNOWN-DL475801|Description|OPTIMIZED,gb_DL475801_Strain_UNKNOWN-DL475801_Description_OPTIMIZED_VACCINES_TO_PROVIDE_PROTECTION_AGAINST_EBOLA_AND_OTHER_VIRUSES__Country__ncbiId_DL475801_1_vipr-id_1431896,189,979,1168,80.6945863126
k81_25,gb|FB361106|Strain|patent,gb_FB361106_Strain_patent_WO2006110762_25_Description_Sequence_25_from_Patent_WO2006110762__Country__ncbiId_FB361106_1_vipr-id_300271,189,979,1168,80.6945863126
k81_25,gb|DI175548|Strain|UNKNOWN-DI175548|Description|KR,gb_DI175548_Strain_UNKNOWN-DI175548_Description_KR_1020100011051-A/17_Gene_constructs_comprising_two_or_more_reprogramming-inducing_genes_and_method_for_preparing_induced_pluripotent_stem_cells_using_the_same__Country__ncbiId_DI175548_1_vipr-id_1083408,189,979,1168,80.6945863126
k81_25,gb|HC725851|Strain|UNKNOWN-HC725851|Description|Sequence,gb_HC725851_Strain_UNKNOWN-HC725851_Description_Sequence_10_from_Patent_WO2010040756__Country__ncbiId_HC725851_1_vipr-id_347578,189,979,1168,80.6945863126
k81_25,gb|GM998302|Strain|UNKNOWN-GM998302|Description|Sequence,gb_GM998302_Strain_UNKNOWN-GM998302_Description_Sequence_1_from_Patent_WO2008156655__Country__ncbiId_GM998302_1_vipr-id_318763,978,190,1168,-414.736842105
k81_25,gb|AB618031|Strain|RH2|Description|Herpes,gb_AB618031_Strain_RH2_Description_Herpes_simplex_virus_(type_1_/strain_RH2)_DNA_nearly_complete_genome__Country__ncbiId_AB618031_1_vipr-id_1818638,978,190,1168,-414.736842105
k81_25,gb|GM664877|Strain|UNKNOWN-GM664877|Description|Sequence,gb_GM664877_Strain_UNKNOWN-GM664877_Description_Sequence_74_from_Patent_WO2008073148__Country__ncbiId_GM664877_1_vipr-id_735704,978,190,1168,-414.736842105
k81_25,gb|HB488667|Strain|UNKNOWN-HB488667|Description|Sequence,gb_HB488667_Strain_UNKNOWN-HB488667_Description_Sequence_1_from_Patent_WO2008100292__Country__ncbiId_HB488667_1_vipr-id_318702,978,190,1168,-414.736842105
k81_25,gb|AB618031|Strain|RH2|Description|Herpes,gb_AB618031_Strain_RH2_Description_Herpes_simplex_virus_(type_1_/strain_RH2)_DNA_nearly_complete_genome__Country__ncbiId_AB618031_1_vipr-id_1818638,978,190,1168,-414.736842105
k81_25,gb|E03813|Strain|UNKNOWN-E03813|Description|DNA,gb_E03813_Strain_UNKNOWN-E03813_Description_DNA_encoding_recombinant_A_antigen_gene(gA)_of_Herpesvirus_of_Turkeys__Country__ncbiId_E03813_1_vipr-id_661055,978,190,1168,-414.736842105
k81_25,gb|DL231478|Strain|UNKNOWN-DL231478|Description|Recombinant,gb_DL231478_Strain_UNKNOWN-DL231478_Description_Recombinant_raccoon_pox_viruses_and_their_use_as_an_effective_vaccine_against_feline_infectious_peritonitis_virus_disease__Country__ncbiId_DL231478_1_vipr-id_313475,978,190,1168,-414.736842105
k81_25,gb|GM664875|Strain|UNKNOWN-GM664875|Description|Sequence,gb_GM664875_Strain_UNKNOWN-GM664875_Description_Sequence_72_from_Patent_WO2008073148__Country__ncbiId_GM664875_1_vipr-id_318780,978,190,1168,-414.736842105
k81_25,gb|HD058945|Strain|UNKNOWN-HD058945|Description|Sequence,gb_HD058945_Strain_UNKNOWN-HD058945_Description_Sequence_1_from_Patent_EP2202297__Country__ncbiId_HD058945_1_vipr-id_361955,978,190,1168,-414.736842105
k81_25,gb|FJ593289|Strain|17|Description|Human,gb_FJ593289_Strain_17_Description_Human_herpesvirus_1_transgenic_strain_17_complete_genome__Country__ncbiId_FJ593289_1_vipr-id_1791916,978,190,1168,-414.736842105
k81_25,gb|FW582841|Strain|UNKNOWN-FW582841|Description|JP,gb_FW582841_Strain_UNKNOWN-FW582841_Description_JP_2010533718-A/1_USE_OF_A_CHEMOTHERAPEUTIC_AGENT_IN_THE_PREPARATION_OF_A_MEDICAMENT_FOR_TREATING_OR_AMELIORIATING_AN_ADVERSE_SIDE_EFFECT_ASSOCIATED_WITH_ONCOLYTIC_VIRAL_THERAPY__Country__ncbiId_FW582841_1_vipr-id_399274,978,190,1168,-414.736842105
k81_25,gb|GM981810|Strain|UNKNOWN-GM981810|Description|Sequence,gb_GM981810_Strain_UNKNOWN-GM981810_Description_Sequence_2_from_Patent_WO2008150496__Country__ncbiId_GM981810_1_vipr-id_318734,978,190,1168,-414.736842105
k81_25,gb|EU410304|Strain|GLV-1h68|Description|Vaccinia,gb_EU410304_Strain_GLV-1h68_Description_Vaccinia_virus_GLV-1h68_complete_genome__Country__ncbiId_EU410304_1_vipr-id_318737,978,190,1168,-414.736842105
k81_25,gb|HW608807|Strain|UNKNOWN-HW608807|Description|JP,gb_HW608807_Strain_UNKNOWN-HW608807_Description_JP_2014513938-A/9_CLONAL_STRAINS_OF_ATTENUATED_VACCINIA_VIRUSES_AND_METHODS_OF_USE_THEREOF__Country__ncbiId_HW608807_1_vipr-id_1248666,978,190,1168,-414.736842105
k81_25,gb|HB488669|Strain|UNKNOWN-HB488669|Description|Sequence,gb_HB488669_Strain_UNKNOWN-HB488669_Description_Sequence_3_from_Patent_WO2008100292__Country__ncbiId_HB488669_1_vipr-id_726798,978,190,1168,-414.736842105
k81_25,gb|GN037614|Strain|UNKNOWN-GN037614|Description|Sequence,gb_GN037614_Strain_UNKNOWN-GN037614_Description_Sequence_1_from_Patent_WO2009011924__Country__ncbiId_GN037614_1_vipr-id_318717,978,190,1168,-414.736842105
k81_25,gb|HC193896|Strain|UNKNOWN-HC193896|Description|Sequence,gb_HC193896_Strain_UNKNOWN-HC193896_Description_Sequence_3_from_Patent_WO2009139921__Country__ncbiId_HC193896_1_vipr-id_745738,978,190,1168,-414.736842105
k81_25,gb|HW608801|Strain|UNKNOWN-HW608801|Description|JP,gb_HW608801_Strain_UNKNOWN-HW608801_Description_JP_2014513938-A/3_CLONAL_STRAINS_OF_ATTENUATED_VACCINIA_VIRUSES_AND_METHODS_OF_USE_THEREOF__Country__ncbiId_HW608801_1_vipr-id_1245037,978,190,1168,-414.736842105
k81_25,gb|FW573554|Strain|UNKNOWN-FW573554|Description|JP,gb_FW573554_Strain_UNKNOWN-FW573554_Description_JP_2010530745-A/1_MICROORGANISMS_FOR_IMAGING_AND/OR_TREATMENT_OF_TUMORS__Country__ncbiId_FW573554_1_vipr-id_391816,978,190,1168,-414.736842105
k81_25,gb|HA638636|Strain|UNKNOWN-HA638636|Description|Sequence,gb_HA638636_Strain_UNKNOWN-HA638636_Description_Sequence_2_from_Patent_WO2009054996__Country__ncbiId_HA638636_1_vipr-id_318772,978,190,1168,-414.736842105
k81_25,gb|HC193894|Strain|UNKNOWN-HC193894|Description|Sequence,gb_HC193894_Strain_UNKNOWN-HC193894_Description_Sequence_1_from_Patent_WO2009139921__Country__ncbiId_HC193894_1_vipr-id_318703,978,190,1168,-414.736842105
k81_34,gb|AF191073|Strain|UNKNOWN-AF191073|Description|Stealth,gb_AF191073_Strain_UNKNOWN-AF191073_Description_Stealth_virus_1_clone_3B43_genomic_sequence__Country__ncbiId_AF191073_1_vipr-id_676234,81,201,253,59.7014925373
k81_43,gb|AY656169|Strain|UNKNOWN-AY656169|Description|Dengue,gb_AY656169_Strain_UNKNOWN-AY656169_Description_Dengue_virus_type_3_vector_p3_complete_sequence__Country__ncbiId_AY656169_1_vipr-id_391986,70,196,266,64.2857142857
k81_43,gb|AY656168|Strain|UNKNOWN-AY656168|Description|Chimeric,gb_AY656168_Strain_UNKNOWN-AY656168_Description_Chimeric_dengue_virus_vector_p4(delta30)-D3L-ME_complete_sequence__Country__ncbiId_AY656168_1_vipr-id_391983,70,196,266,64.2857142857
k81_43,gb|FB361099|Strain|patent,gb_FB361099_Strain_patent_WO2006110762_18_Description_Sequence_18_from_Patent_WO2006110762__Country__ncbiId_FB361099_1_vipr-id_293179,70,196,266,64.2857142857
k81_43,gb|HC725868|Strain|UNKNOWN-HC725868|Description|Sequence,gb_HC725868_Strain_UNKNOWN-HC725868_Description_Sequence_27_from_Patent_WO2010040756__Country__ncbiId_HC725868_1_vipr-id_347477,70,196,266,64.2857142857
k81_43,gb|AY744148|Strain|Tonga/74|Description|Dengue,gb_AY744148_Strain_Tonga/74_Description_Dengue_virus_type_2_vector_p2_complete_sequence__Country_Tonga_ncbiId_AY744148_1_vipr-id_391990,70,196,266,64.2857142857
k81_43,gb|FB361101|Strain|patent,gb_FB361101_Strain_patent_WO2006110762_20_Description_Sequence_20_from_Patent_WO2006110762__Country__ncbiId_FB361101_1_vipr-id_300210,70,196,266,64.2857142857
k81_43,gb|AY744150|Strain|Tonga/74|Description|Dengue,gb_AY744150_Strain_Tonga/74_Description_Dengue_virus_type_2_vector_p4(delta30)-4995_complete_sequence__Country_Tonga_ncbiId_AY744150_1_vipr-id_383787,70,196,266,64.2857142857
k81_43,gb|FB361107|Strain|patent,gb_FB361107_Strain_patent_WO2006110762_26_Description_Sequence_26_from_Patent_WO2006110762__Country__ncbiId_FB361107_1_vipr-id_291261,70,196,266,64.2857142857
k81_43,gb|DL475801|Strain|UNKNOWN-DL475801|Description|OPTIMIZED,gb_DL475801_Strain_UNKNOWN-DL475801_Description_OPTIMIZED_VACCINES_TO_PROVIDE_PROTECTION_AGAINST_EBOLA_AND_OTHER_VIRUSES__Country__ncbiId_DL475801_1_vipr-id_1431896,70,196,266,64.2857142857
k81_43,gb|FB361108|Strain|patent,gb_FB361108_Strain_patent_WO2006110762_27_Description_Sequence_27_from_Patent_WO2006110762__Country__ncbiId_FB361108_1_vipr-id_300208,70,196,266,64.2857142857
k81_43,gb|FB361102|Strain|patent,gb_FB361102_Strain_patent_WO2006110762_21_Description_Sequence_21_from_Patent_WO2006110762__Country__ncbiId_FB361102_1_vipr-id_292820,70,196,266,64.2857142857
k81_43,gb|CS402438|Strain|UNKNOWN-CS402438|Description|Sequence,gb_CS402438_Strain_UNKNOWN-CS402438_Description_Sequence_7_from_Patent_WO2006037038__Country__ncbiId_CS402438_1_vipr-id_728118,70,196,266,64.2857142857
k81_43,gb|HC725867|Strain|UNKNOWN-HC725867|Description|Sequence,gb_HC725867_Strain_UNKNOWN-HC725867_Description_Sequence_26_from_Patent_WO2010040756__Country__ncbiId_HC725867_1_vipr-id_347242,70,196,266,64.2857142857
k81_43,gb|HC725862|Strain|UNKNOWN-HC725862|Description|Sequence,gb_HC725862_Strain_UNKNOWN-HC725862_Description_Sequence_21_from_Patent_WO2010040756__Country__ncbiId_HC725862_1_vipr-id_347403,70,196,266,64.2857142857
k81_43,gb|FB361106|Strain|patent,gb_FB361106_Strain_patent_WO2006110762_25_Description_Sequence_25_from_Patent_WO2006110762__Country__ncbiId_FB361106_1_vipr-id_300271,70,196,266,64.2857142857
k81_43,gb|HC725851|Strain|UNKNOWN-HC725851|Description|Sequence,gb_HC725851_Strain_UNKNOWN-HC725851_Description_Sequence_10_from_Patent_WO2010040756__Country__ncbiId_HC725851_1_vipr-id_347578,70,196,266,64.2857142857
k81_43,gb|FB361103|Strain|patent,gb_FB361103_Strain_patent_WO2006110762_22_Description_Sequence_22_from_Patent_WO2006110762__Country__ncbiId_FB361103_1_vipr-id_300234,70,196,266,64.2857142857
k81_43,gb|AY744149|Strain|Tonga/74|Description|Dengue,gb_AY744149_Strain_Tonga/74_Description_Dengue_virus_type_2_vector_p2(delta30)_complete_sequence__Country_Tonga_ncbiId_AY744149_1_vipr-id_383747,70,196,266,64.2857142857
k81_43,gb|CS402439|Strain|UNKNOWN-CS402439|Description|Sequence,gb_CS402439_Strain_UNKNOWN-CS402439_Description_Sequence_8_from_Patent_WO2006037038__Country__ncbiId_CS402439_1_vipr-id_725799,70,196,266,64.2857142857
k81_43,gb|AY243466|Strain|UNKNOWN-AY243466|Description|Chimeric,gb_AY243466_Strain_UNKNOWN-AY243466_Description_Chimeric_Dengue_virus_vector_p4-D2-ME_complete_sequence__Country__ncbiId_AY243466_1_vipr-id_383764,70,196,266,64.2857142857
k81_43,gb|FB361100|Strain|patent,gb_FB361100_Strain_patent_WO2006110762_19_Description_Sequence_19_from_Patent_WO2006110762__Country__ncbiId_FB361100_1_vipr-id_300223,70,196,266,64.2857142857
k81_43,gb|HC725858|Strain|UNKNOWN-HC725858|Description|Sequence,gb_HC725858_Strain_UNKNOWN-HC725858_Description_Sequence_17_from_Patent_WO2010040756__Country__ncbiId_HC725858_1_vipr-id_347329,70,196,266,64.2857142857
k81_43,gb|FB361105|Strain|patent,gb_FB361105_Strain_patent_WO2006110762_24_Description_Sequence_24_from_Patent_WO2006110762__Country__ncbiId_FB361105_1_vipr-id_300244,70,196,266,64.2857142857
k81_43,gb|AY243468|Strain|UNKNOWN-AY243468|Description|Chimeric,gb_AY243468_Strain_UNKNOWN-AY243468_Description_Chimeric_Dengue_virus_vector_p4-D2-CME_complete_sequence__Country__ncbiId_AY243468_1_vipr-id_383762,70,196,266,64.2857142857
k81_43,gb|FB361098|Strain|patent,gb_FB361098_Strain_patent_WO2006110762_17_Description_Sequence_17_from_Patent_WO2006110762__Country__ncbiId_FB361098_1_vipr-id_300226,70,196,266,64.2857142857
k81_43,gb|AY656167|Strain|UNKNOWN-AY656167|Description|Chimeric,gb_AY656167_Strain_UNKNOWN-AY656167_Description_Chimeric_dengue_virus_vector_p4-D3L-ME_complete_sequence__Country__ncbiId_AY656167_1_vipr-id_391984,70,196,266,64.2857142857
k81_43,gb|AY656170|Strain|UNKNOWN-AY656170|Description|Dengue,gb_AY656170_Strain_UNKNOWN-AY656170_Description_Dengue_virus_type_3_vector_p3(delta30)_complete_sequence__Country__ncbiId_AY656170_1_vipr-id_391989,70,196,266,64.2857142857
k81_43,gb|AY376438|Strain|vector,gb_AY376438_Strain_vector_p4_(Delta30)_Description_Dengue_virus_vector_p4(Delta30)_complete_sequence__Country__ncbiId_AY376438_1_vipr-id_383712,70,196,266,64.2857142857
k81_43,gb|AY243469|Strain|UNKNOWN-AY243469|Description|Chimeric,gb_AY243469_Strain_UNKNOWN-AY243469_Description_Chimeric_Dengue_virus_vector_p4(Delta30)-D2-CME_complete_sequence__Country__ncbiId_AY243469_1_vipr-id_383706,70,196,266,64.2857142857
k81_43,gb|HC725861|Strain|UNKNOWN-HC725861|Description|Sequence,gb_HC725861_Strain_UNKNOWN-HC725861_Description_Sequence_20_from_Patent_WO2010040756__Country__ncbiId_HC725861_1_vipr-id_347143,70,196,266,64.2857142857
k81_43,gb|FB361104|Strain|UNKNOWN-FB361104|Description|Sequence,gb_FB361104_Strain_UNKNOWN-FB361104_Description_Sequence_23_from_Patent_WO2006110762__Country__ncbiId_FB361104_1_vipr-id_493587,70,196,266,64.2857142857
k81_43,gb|AY243467|Strain|UNKNOWN-AY243467|Description|Chimeric,gb_AY243467_Strain_UNKNOWN-AY243467_Description_Chimeric_Dengue_virus_vector_p4(Delta30)-D2-ME_complete_sequence__Country__ncbiId_AY243467_1_vipr-id_383752,70,196,266,64.2857142857
k81_43,gb|AY526355|Strain|UNKNOWN-AY526355|Description|Cloning,gb_AY526355_Strain_UNKNOWN-AY526355_Description_Cloning_vector_pBR-XJ160_complete_sequence__Country_China_ncbiId_AY526355_1_vipr-id_383965,70,196,266,64.2857142857
k81_43,gb|AY648301|Strain|vector,gb_AY648301_Strain_vector_p4_Description_Dengue_virus_type_4_vector_p4_complete_sequence__Country__ncbiId_AY648301_1_vipr-id_383792,70,196,266,64.2857142857
k81_43,gb|FB361097|Strain|patent,gb_FB361097_Strain_patent_WO2006110762_16_Description_Sequence_16_from_Patent_WO2006110762__Country__ncbiId_FB361097_1_vipr-id_300195,70,196,266,64.2857142857
k81_44,gb|AF065755|Strain|UNKNOWN-AF065755|Description|Stealth,gb_AF065755_Strain_UNKNOWN-AF065755_Description_Stealth_virus_1_clone_3B43_T3__Country__ncbiId_AF065755_1_vipr-id_671649,178,254,383,29.9212598425
