contig,id,name,number_mismatches,alignment_length,contig_length,adjusted_identity
k91_20,GM839831,Sequence_23_from_Patent_WO2008122598_,553,39,592,-1317.94871795
k91_20,GM839831,Sequence_23_from_Patent_WO2008122598_,108,487,592,77.8234086242
k91_19,GM839831,Sequence_23_from_Patent_WO2008122598_,8,497,504,98.3903420523
k91_14,GM839831,Sequence_23_from_Patent_WO2008122598_,2,382,382,99.4764397906
k91_20,GM839832,Sequence_24_from_Patent_WO2008122598_,553,39,592,-1317.94871795
k91_20,GM839832,Sequence_24_from_Patent_WO2008122598_,108,487,592,77.8234086242
k91_19,GM839832,Sequence_24_from_Patent_WO2008122598_,8,497,504,98.3903420523
k91_14,GM839832,Sequence_24_from_Patent_WO2008122598_,2,382,382,99.4764397906
k91_14,HW651906,JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS_,2,382,382,99.4764397906
k91_19,HW651906,JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS_,8,497,504,98.3903420523
k91_13,HW651906,JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS_,0,374,374,100.0
k91_20,HW651906,JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS_,107,487,592,78.0287474333
k91_20,HW651906,JP_2014522841-A/1_CATIONIC_OIL-IN-WATER_EMULSIONS_,553,39,592,-1317.94871795
k91_14,HW651907,JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS_,2,382,382,99.4764397906
k91_19,HW651907,JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS_,8,497,504,98.3903420523
k91_13,HW651907,JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS_,0,374,374,100.0
k91_20,HW651907,JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS_,107,487,592,78.0287474333
k91_20,HW651907,JP_2014522841-A/2_CATIONIC_OIL-IN-WATER_EMULSIONS_,553,39,592,-1317.94871795
k91_20,HW651908,JP_2014522841-A/3_CATIONIC_OIL-IN-WATER_EMULSIONS_,224,370,592,39.4594594595
k91_20,JA662462,Sequence_17_from_Patent_EP2385119_,553,39,592,-1317.94871795
k91_20,JA662462,Sequence_17_from_Patent_EP2385119_,108,487,592,77.8234086242
k91_19,JA662462,Sequence_17_from_Patent_EP2385119_,8,497,504,98.3903420523
k91_14,JA662462,Sequence_17_from_Patent_EP2385119_,2,382,382,99.4764397906
k91_20,JA662463,Sequence_18_from_Patent_EP2385119_,553,39,592,-1317.94871795
k91_20,JA662463,Sequence_18_from_Patent_EP2385119_,108,487,592,77.8234086242
k91_19,JA662463,Sequence_18_from_Patent_EP2385119_,8,497,504,98.3903420523
k91_14,JA662463,Sequence_18_from_Patent_EP2385119_,2,382,382,99.4764397906
k91_20,JA662468,Sequence_23_from_Patent_EP2385119_,553,39,592,-1317.94871795
k91_20,JA662468,Sequence_23_from_Patent_EP2385119_,108,487,592,77.8234086242
k91_19,JA662468,Sequence_23_from_Patent_EP2385119_,8,497,504,98.3903420523
k91_14,JA662468,Sequence_23_from_Patent_EP2385119_,2,382,382,99.4764397906
k91_20,JA662469,Sequence_24_from_Patent_EP2385119_,553,39,592,-1317.94871795
k91_20,JA662469,Sequence_24_from_Patent_EP2385119_,108,487,592,77.8234086242
k91_19,JA662469,Sequence_24_from_Patent_EP2385119_,8,497,504,98.3903420523
k91_14,JA662469,Sequence_24_from_Patent_EP2385119_,2,382,382,99.4764397906
k91_14,JA901816,Sequence_1_from_Patent_WO2013006837_,2,382,382,99.4764397906
k91_19,JA901816,Sequence_1_from_Patent_WO2013006837_,8,497,504,98.3903420523
k91_13,JA901816,Sequence_1_from_Patent_WO2013006837_,0,374,374,100.0
k91_20,JA901816,Sequence_1_from_Patent_WO2013006837_,107,487,592,78.0287474333
k91_20,JA901816,Sequence_1_from_Patent_WO2013006837_,553,39,592,-1317.94871795
k91_14,JA901817,Sequence_2_from_Patent_WO2013006837_,2,382,382,99.4764397906
k91_19,JA901817,Sequence_2_from_Patent_WO2013006837_,8,497,504,98.3903420523
k91_13,JA901817,Sequence_2_from_Patent_WO2013006837_,0,374,374,100.0
k91_20,JA901817,Sequence_2_from_Patent_WO2013006837_,107,487,592,78.0287474333
k91_20,JA901817,Sequence_2_from_Patent_WO2013006837_,553,39,592,-1317.94871795
k91_20,JA901818,Sequence_3_from_Patent_WO2013006837_,224,370,592,39.4594594595
k91_14,JC486640,Sequence_3_from_Patent_EP2702159_,2,382,382,99.4764397906
k91_19,JC486640,Sequence_3_from_Patent_EP2702159_,8,497,504,98.3903420523
k91_20,JC486640,Sequence_3_from_Patent_EP2702159_,107,487,592,78.0287474333
k91_20,JC486640,Sequence_3_from_Patent_EP2702159_,553,39,592,-1317.94871795
k91_14,JC486655,Sequence_18_from_Patent_EP2702159_,2,382,382,99.4764397906
k91_19,JC486655,Sequence_18_from_Patent_EP2702159_,8,497,504,98.3903420523
k91_20,JC486655,Sequence_18_from_Patent_EP2702159_,107,487,592,78.0287474333
k91_20,JC486655,Sequence_18_from_Patent_EP2702159_,553,39,592,-1317.94871795
k91_19,HW153886,JP_2013507935-A/13_RECOMBINANT_MODIFIED_VACCINIA_ANKARA_(MVA)_VACCINIA_VIRUS_CONTAINING_RESTRUCTURED_INSERTION_SITES_,9,497,504,98.1891348089
k91_14,HW153886,JP_2013507935-A/13_RECOMBINANT_MODIFIED_VACCINIA_ANKARA_(MVA)_VACCINIA_VIRUS_CONTAINING_RESTRUCTURED_INSERTION_SITES_,2,382,382,99.4764397906
k91_14,HW153887,JP_2013507935-A/14_RECOMBINANT_MODIFIED_VACCINIA_ANKARA_(MVA)_VACCINIA_VIRUS_CONTAINING_RESTRUCTURED_INSERTION_SITES_,2,382,382,99.4764397906
k91_19,HW153887,JP_2013507935-A/14_RECOMBINANT_MODIFIED_VACCINIA_ANKARA_(MVA)_VACCINIA_VIRUS_CONTAINING_RESTRUCTURED_INSERTION_SITES_,9,497,504,98.1891348089
k91_19,JA363376,Sequence_21_from_Patent_WO2011047324_,9,497,504,98.1891348089
k91_14,JA363376,Sequence_21_from_Patent_WO2011047324_,2,382,382,99.4764397906
k91_14,JA363377,Sequence_22_from_Patent_WO2011047324_,2,382,382,99.4764397906
k91_19,JA363377,Sequence_22_from_Patent_WO2011047324_,9,497,504,98.1891348089
k91_20,HB462354,Sequence_1_from_Patent_WO2009082664_,553,39,592,-1317.94871795
k91_20,HB462354,Sequence_1_from_Patent_WO2009082664_,107,487,592,78.0287474333
k91_19,HB462354,Sequence_1_from_Patent_WO2009082664_,8,497,504,98.3903420523
k91_14,HB462354,Sequence_1_from_Patent_WO2009082664_,2,382,382,99.4764397906
k91_20,HB462357,Sequence_4_from_Patent_WO2009082664_,553,39,592,-1317.94871795
k91_20,HB462357,Sequence_4_from_Patent_WO2009082664_,107,487,592,78.0287474333
k91_19,HB462357,Sequence_4_from_Patent_WO2009082664_,8,497,504,98.3903420523
k91_14,HB462357,Sequence_4_from_Patent_WO2009082664_,2,382,382,99.4764397906
k91_20,HV325665,JP_2011507523-A/1_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,553,39,592,-1317.94871795
k91_20,HV325665,JP_2011507523-A/1_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,107,487,592,78.0287474333
k91_19,HV325665,JP_2011507523-A/1_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,8,497,504,98.3903420523
k91_14,HV325665,JP_2011507523-A/1_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,2,382,382,99.4764397906
k91_20,HV325666,JP_2011507523-A/2_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,553,39,592,-1317.94871795
k91_20,HV325666,JP_2011507523-A/2_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,107,487,592,78.0287474333
k91_19,HV325666,JP_2011507523-A/2_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,8,497,504,98.3903420523
k91_14,HV325666,JP_2011507523-A/2_Genetically_Modified_Attenuated_Vesicular_Stomatitis_Virus_Compositions_and_Methods_of_Use_Thereof_,2,382,382,99.4764397906
k91_13,BD226816,Alphavirus_vectors_for_paramyxovirus_vaccines_,0,374,374,100.0
k91_20,CS424128,Sequence_1_from_Patent_EP1707633_,107,487,592,78.0287474333
k91_13,CS424128,Sequence_1_from_Patent_EP1707633_,0,374,374,100.0
k91_14,DM057450,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,2,382,382,99.4764397906
k91_19,DM057450,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,8,497,504,98.3903420523
k91_20,DM057450,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,219,375,592,41.6
k91_14,DM057451,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,2,382,382,99.4764397906
k91_19,DM057451,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,8,497,504,98.3903420523
k91_20,DM057451,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,219,375,592,41.6
k91_14,DM057452,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,2,382,382,99.4764397906
k91_19,DM057452,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,8,497,504,98.3903420523
k91_20,DM057452,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,219,375,592,41.6
k91_14,DM057453,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,2,382,382,99.4764397906
k91_19,DM057453,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,8,497,504,98.3903420523
k91_20,DM057453,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,219,375,592,41.6
k91_14,DM057454,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,2,382,382,99.4764397906
k91_19,DM057454,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,8,497,504,98.3903420523
k91_20,DM057454,DEFECTIVE_SINDBIS_VIRAL_VECTORS_,219,375,592,41.6
k91_20,GN091998,Sequence_1_from_Patent_WO2009033490_,172,422,592,59.2417061611
k91_20,GN092002,Sequence_5_from_Patent_WO2009033490_,172,422,592,59.2417061611
k91_14,JC739988,Sequence_21_from_Patent_WO2014052588_,3,382,382,99.2146596859
k91_19,JC739988,Sequence_21_from_Patent_WO2014052588_,8,497,504,98.3903420523
k91_20,Z48163,Semliki_forest_virus_genomic_RNA_for_non-structural_polyprotein_and_structural_polyprotein_strain_A7_,107,487,592,78.0287474333
k91_13,Z48163,Semliki_forest_virus_genomic_RNA_for_non-structural_polyprotein_and_structural_polyprotein_strain_A7_,0,374,374,100.0
k91_19,Z48163,Semliki_forest_virus_genomic_RNA_for_non-structural_polyprotein_and_structural_polyprotein_strain_A7_,8,497,504,98.3903420523
k91_14,Z48163,Semliki_forest_virus_genomic_RNA_for_non-structural_polyprotein_and_structural_polyprotein_strain_A7_,2,382,382,99.4764397906
k91_14,AY526355,Cloning_vector_pBR-XJ160_complete_sequence_,3,382,382,99.2146596859
k91_19,AY526355,Cloning_vector_pBR-XJ160_complete_sequence_,9,497,504,98.1891348089
k91_20,AY526355,Cloning_vector_pBR-XJ160_complete_sequence_,107,487,592,78.0287474333
